"<54>Aug 28 16:34:59 HL-ANTIVIRUS SymantecServer: HLLT-PC0HW80N","SHA-256: ","MD-5: ","Local: 192.168.252.111","Local: 15000","Local: F0D5BFEAA6C3","Remote: 192.168.252.1","Remote: ","Remote: 39048","Remote: 04F0213B2923","TCP","Inbound","Begin: 2019-08-28 14:31:43","End: 2019-08-28 14:31:43","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: chen.l","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 16:34:59 HL-ANTIVIRUS SymantecServer: HLLT-PC0HW80N","SHA-256: ","MD-5: ","Local: 192.168.252.111","Local: 1084","Local: F0D5BFEAA6C3","Remote: 192.168.252.1","Remote: ","Remote: 39048","Remote: 04F0213B2923","TCP","Inbound","Begin: 2019-08-28 14:31:43","End: 2019-08-28 14:31:43","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: chen.l","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 16:34:59 HL-ANTIVIRUS SymantecServer: HLLT-PC0HW80N","SHA-256: ","MD-5: ","Local: 192.168.252.111","Local: 5214","Local: F0D5BFEAA6C3","Remote: 192.168.252.1","Remote: ","Remote: 39048","Remote: 04F0213B2923","TCP","Inbound","Begin: 2019-08-28 14:31:43","End: 2019-08-28 14:31:43","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: chen.l","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 16:34:59 HL-ANTIVIRUS SymantecServer: HLLT-PC0HW80N","SHA-256: ","MD-5: ","Local: 192.168.252.111","Local: 20031","Local: F0D5BFEAA6C3","Remote: 192.168.252.1","Remote: ","Remote: 39047","Remote: 04F0213B2923","TCP","Inbound","Begin: 2019-08-28 14:31:43","End: 2019-08-28 14:31:43","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: chen.l","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 16:34:59 HL-ANTIVIRUS SymantecServer: HLLT-PC0HW80N","SHA-256: ","MD-5: ","Local: 192.168.252.111","Local: 9666","Local: F0D5BFEAA6C3","Remote: 192.168.252.1","Remote: ","Remote: 39048","Remote: 04F0213B2923","TCP","Inbound","Begin: 2019-08-28 14:31:43","End: 2019-08-28 14:31:43","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: chen.l","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 16:34:59 HL-ANTIVIRUS SymantecServer: HLLT-PC0HW80N","SHA-256: ","MD-5: ","Local: 192.168.252.111","Local: 990","Local: F0D5BFEAA6C3","Remote: 192.168.252.1","Remote: ","Remote: 39047","Remote: 04F0213B2923","TCP","Inbound","Begin: 2019-08-28 14:31:43","End: 2019-08-28 14:31:43","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: chen.l","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 16:34:59 HL-ANTIVIRUS SymantecServer: HLLT-PC0HW80N","SHA-256: ","MD-5: ","Local: 192.168.252.111","Local: 20031","Local: F0D5BFEAA6C3","Remote: 192.168.252.1","Remote: ","Remote: 39048","Remote: 04F0213B2923","TCP","Inbound","Begin: 2019-08-28 14:31:43","End: 2019-08-28 14:31:43","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: chen.l","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 16:34:59 HL-ANTIVIRUS SymantecServer: HLLT-PC0HW80N","SHA-256: ","MD-5: ","Local: 192.168.252.111","Local: 42510","Local: F0D5BFEAA6C3","Remote: 192.168.252.1","Remote: ","Remote: 39048","Remote: 04F0213B2923","TCP","Inbound","Begin: 2019-08-28 14:31:43","End: 2019-08-28 14:31:43","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: chen.l","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 16:34:59 HL-ANTIVIRUS SymantecServer: HLLT-PC0HW80N","SHA-256: ","MD-5: ","Local: 192.168.252.111","Local: 33","Local: F0D5BFEAA6C3","Remote: 192.168.252.1","Remote: ","Remote: 39047","Remote: 04F0213B2923","TCP","Inbound","Begin: 2019-08-28 14:31:43","End: 2019-08-28 14:31:43","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: chen.l","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 16:34:59 HL-ANTIVIRUS SymantecServer: HLLT-PC0HW80N","SHA-256: ","MD-5: ","Local: 192.168.252.111","Local: 6789","Local: F0D5BFEAA6C3","Remote: 192.168.252.1","Remote: ","Remote: 39047","Remote: 04F0213B2923","TCP","Inbound","Begin: 2019-08-28 14:31:43","End: 2019-08-28 14:31:43","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: chen.l","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 16:34:59 HL-ANTIVIRUS SymantecServer: HLLT-PC0HW80N","SHA-256: ","MD-5: ","Local: 192.168.252.111","Local: 89","Local: F0D5BFEAA6C3","Remote: 192.168.252.1","Remote: ","Remote: 39048","Remote: 04F0213B2923","TCP","Inbound","Begin: 2019-08-28 14:31:43","End: 2019-08-28 14:31:43","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: chen.l","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 16:34:59 HL-ANTIVIRUS SymantecServer: HLLT-PC0HW80N","SHA-256: ","MD-5: ","Local: 192.168.252.111","Local: 16000","Local: F0D5BFEAA6C3","Remote: 192.168.252.1","Remote: ","Remote: 39047","Remote: 04F0213B2923","TCP","Inbound","Begin: 2019-08-28 14:31:43","End: 2019-08-28 14:31:43","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: chen.l","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 16:34:59 HL-ANTIVIRUS SymantecServer: HLLT-PC0HW80N","SHA-256: ","MD-5: ","Local: 192.168.252.111","Local: 990","Local: F0D5BFEAA6C3","Remote: 192.168.252.1","Remote: ","Remote: 39048","Remote: 04F0213B2923","TCP","Inbound","Begin: 2019-08-28 14:31:43","End: 2019-08-28 14:31:43","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: chen.l","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 16:34:59 HL-ANTIVIRUS SymantecServer: HLLT-PC0HW80N","SHA-256: ","MD-5: ","Local: 192.168.252.111","Local: 8292","Local: F0D5BFEAA6C3","Remote: 192.168.252.1","Remote: ","Remote: 39047","Remote: 04F0213B2923","TCP","Inbound","Begin: 2019-08-28 14:31:43","End: 2019-08-28 14:31:43","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: chen.l","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 16:34:59 HL-ANTIVIRUS SymantecServer: HLLT-PC0HW80N","SHA-256: ","MD-5: ","Local: 192.168.252.111","Local: 12265","Local: F0D5BFEAA6C3","Remote: 192.168.252.1","Remote: ","Remote: 39048","Remote: 04F0213B2923","TCP","Inbound","Begin: 2019-08-28 14:31:43","End: 2019-08-28 14:31:43","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: chen.l","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 16:34:19 HL-ANTIVIRUS SymantecServer: HLLT-PC0HW80N","SHA-256: ","MD-5: ","Local: 192.168.252.111","Local: 1095","Local: F0D5BFEAA6C3","Remote: 192.168.252.1","Remote: ","Remote: 39047","Remote: 04F0213B2923","TCP","Inbound","Begin: 2019-08-28 14:31:42","End: 2019-08-28 14:31:42","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: chen.l","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 16:34:19 HL-ANTIVIRUS SymantecServer: HLLT-PC0HW80N","SHA-256: ","MD-5: ","Local: 192.168.252.111","Local: 1002","Local: F0D5BFEAA6C3","Remote: 192.168.252.1","Remote: ","Remote: 39048","Remote: 04F0213B2923","TCP","Inbound","Begin: 2019-08-28 14:31:42","End: 2019-08-28 14:31:42","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: chen.l","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 16:34:19 HL-ANTIVIRUS SymantecServer: HLLT-PC0HW80N","SHA-256: ","MD-5: ","Local: 192.168.252.111","Local: 23502","Local: F0D5BFEAA6C3","Remote: 192.168.252.1","Remote: ","Remote: 39047","Remote: 04F0213B2923","TCP","Inbound","Begin: 2019-08-28 14:31:42","End: 2019-08-28 14:31:42","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: chen.l","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 16:34:19 HL-ANTIVIRUS SymantecServer: HLLT-PC0HW80N","SHA-256: ","MD-5: ","Local: 192.168.252.111","Local: 5901","Local: F0D5BFEAA6C3","Remote: 192.168.252.1","Remote: ","Remote: 39047","Remote: 04F0213B2923","TCP","Inbound","Begin: 2019-08-28 14:31:42","End: 2019-08-28 14:31:42","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: chen.l","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 16:34:19 HL-ANTIVIRUS SymantecServer: HLLT-PC0HW80N","SHA-256: ","MD-5: ","Local: 192.168.252.111","Local: 3077","Local: F0D5BFEAA6C3","Remote: 192.168.252.1","Remote: ","Remote: 39047","Remote: 04F0213B2923","TCP","Inbound","Begin: 2019-08-28 14:31:42","End: 2019-08-28 14:31:42","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: chen.l","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 16:34:19 HL-ANTIVIRUS SymantecServer: HLLT-PC0HW80N","SHA-256: ","MD-5: ","Local: 192.168.252.111","Local: 2160","Local: F0D5BFEAA6C3","Remote: 192.168.252.1","Remote: ","Remote: 39047","Remote: 04F0213B2923","TCP","Inbound","Begin: 2019-08-28 14:31:42","End: 2019-08-28 14:31:42","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: chen.l","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 16:34:19 HL-ANTIVIRUS SymantecServer: HLLT-PC0HW80N","SHA-256: ","MD-5: ","Local: 192.168.252.111","Local: 5901","Local: F0D5BFEAA6C3","Remote: 192.168.252.1","Remote: ","Remote: 39048","Remote: 04F0213B2923","TCP","Inbound","Begin: 2019-08-28 14:31:42","End: 2019-08-28 14:31:42","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: chen.l","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 16:34:19 HL-ANTIVIRUS SymantecServer: HLLT-PC0HW80N","SHA-256: ","MD-5: ","Local: 192.168.252.111","Local: 7001","Local: F0D5BFEAA6C3","Remote: 192.168.252.1","Remote: ","Remote: 39047","Remote: 04F0213B2923","TCP","Inbound","Begin: 2019-08-28 14:31:42","End: 2019-08-28 14:31:42","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: chen.l","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 16:34:19 HL-ANTIVIRUS SymantecServer: HLLT-PC0HW80N","SHA-256: ","MD-5: ","Local: 192.168.252.111","Local: 545","Local: F0D5BFEAA6C3","Remote: 192.168.252.1","Remote: ","Remote: 39047","Remote: 04F0213B2923","TCP","Inbound","Begin: 2019-08-28 14:31:42","End: 2019-08-28 14:31:42","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: chen.l","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 16:34:19 HL-ANTIVIRUS SymantecServer: HLLT-PC0HW80N","SHA-256: ","MD-5: ","Local: 192.168.252.111","Local: 3404","Local: F0D5BFEAA6C3","Remote: 192.168.252.1","Remote: ","Remote: 39048","Remote: 04F0213B2923","TCP","Inbound","Begin: 2019-08-28 14:31:42","End: 2019-08-28 14:31:42","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: chen.l","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 16:34:19 HL-ANTIVIRUS SymantecServer: HLLT-PC0HW80N","SHA-256: ","MD-5: ","Local: 192.168.252.111","Local: 146","Local: F0D5BFEAA6C3","Remote: 192.168.252.1","Remote: ","Remote: 39048","Remote: 04F0213B2923","TCP","Inbound","Begin: 2019-08-28 14:31:42","End: 2019-08-28 14:31:42","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: chen.l","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 16:34:19 HL-ANTIVIRUS SymantecServer: HLLT-PC0HW80N","SHA-256: ","MD-5: ","Local: 192.168.252.111","Local: 4003","Local: F0D5BFEAA6C3","Remote: 192.168.252.1","Remote: ","Remote: 39047","Remote: 04F0213B2923","TCP","Inbound","Begin: 2019-08-28 14:31:42","End: 2019-08-28 14:31:42","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: chen.l","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 16:34:19 HL-ANTIVIRUS SymantecServer: HLLT-PC0HW80N","SHA-256: ","MD-5: ","Local: 192.168.252.111","Local: 1040","Local: F0D5BFEAA6C3","Remote: 192.168.252.1","Remote: ","Remote: 39047","Remote: 04F0213B2923","TCP","Inbound","Begin: 2019-08-28 14:31:42","End: 2019-08-28 14:31:42","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: chen.l","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 16:34:19 HL-ANTIVIRUS SymantecServer: HLLT-PC0HW80N","SHA-256: ","MD-5: ","Local: 192.168.252.111","Local: 23502","Local: F0D5BFEAA6C3","Remote: 192.168.252.1","Remote: ","Remote: 39048","Remote: 04F0213B2923","TCP","Inbound","Begin: 2019-08-28 14:31:42","End: 2019-08-28 14:31:42","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: chen.l","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 16:34:19 HL-ANTIVIRUS SymantecServer: HLLT-PC0HW80N","SHA-256: ","MD-5: ","Local: 192.168.252.111","Local: 9103","Local: F0D5BFEAA6C3","Remote: 192.168.252.1","Remote: ","Remote: 39048","Remote: 04F0213B2923","TCP","Inbound","Begin: 2019-08-28 14:31:42","End: 2019-08-28 14:31:42","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: chen.l","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 16:34:19 HL-ANTIVIRUS SymantecServer: HLLT-PC0HW80N","SHA-256: ","MD-5: ","Local: 192.168.252.111","Local: 3013","Local: F0D5BFEAA6C3","Remote: 192.168.252.1","Remote: ","Remote: 39048","Remote: 04F0213B2923","TCP","Inbound","Begin: 2019-08-28 14:31:42","End: 2019-08-28 14:31:42","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: chen.l","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 16:34:19 HL-ANTIVIRUS SymantecServer: HLLT-PC0HW80N","SHA-256: ","MD-5: ","Local: 192.168.252.111","Local: 465","Local: F0D5BFEAA6C3","Remote: 192.168.252.1","Remote: ","Remote: 39048","Remote: 04F0213B2923","TCP","Inbound","Begin: 2019-08-28 14:31:42","End: 2019-08-28 14:31:42","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: chen.l","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 16:34:19 HL-ANTIVIRUS SymantecServer: HLLT-PC0HW80N","SHA-256: ","MD-5: ","Local: 192.168.252.111","Local: 8010","Local: F0D5BFEAA6C3","Remote: 192.168.252.1","Remote: ","Remote: 39048","Remote: 04F0213B2923","TCP","Inbound","Begin: 2019-08-28 14:31:42","End: 2019-08-28 14:31:42","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: chen.l","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 16:34:19 HL-ANTIVIRUS SymantecServer: HLLT-PC0HW80N","SHA-256: ","MD-5: ","Local: 192.168.252.111","Local: 2604","Local: F0D5BFEAA6C3","Remote: 192.168.252.1","Remote: ","Remote: 39048","Remote: 04F0213B2923","TCP","Inbound","Begin: 2019-08-28 14:31:42","End: 2019-08-28 14:31:42","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: chen.l","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"<54>Aug 28 16:34:19 HL-ANTIVIRUS SymantecServer: HLLT-PC0HW80N","SHA-256: ","MD-5: ","Local: 192.168.252.111","Local: 427","Local: F0D5BFEAA6C3","Remote: 192.168.252.1","Remote: ","Remote: 39047","Remote: 04F0213B2923","TCP","Inbound","Begin: 2019-08-28 14:31:42","End: 2019-08-28 14:31:42","Occurrences: 1","Application: ","Rule: Block all other IP traffic and log","Location: External","User: chen.l","Domain: SAPIENS","Action: Blocked","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
